#string_protein_id | preferred_name | protein_size
9606.ENSP00000357564 | RAB13 | 203
9606.ENSP00000357565 | ZUP1 | 578
9606.ENSP00000357575 | CFAP46 | 2715
9606.ENSP00000357581 | NKX6-2 | 277
9606.ENSP00000357583 | INPP5A | 412
9606.ENSP00000357588 | CALHM5 | 309
9606.ENSP00000357591 | TRAPPC3L | 181
9606.ENSP00000357594 | CALHM6 | 315
9606.ENSP00000357597 | TSPYL1 | 437
9606.ENSP00000357603 | LRRC27 | 530
9606.ENSP00000357612 | SLC39A1 | 324
9606.ENSP00000357622 | CRTC2 | 693
9606.ENSP00000357625 | BNIP3 | 259
9606.ENSP00000357631 | TCERG1L | 586
9606.ENSP00000357633 | GLRX3 | 335
9606.ENSP00000357637 | EBF3 | 551
9606.ENSP00000357643 | MKI67 | 3256
9606.ENSP00000357644 | GATAD2B | 593
9606.ENSP00000357645 | FAM229B | 80
9606.ENSP00000357651 | TUBE1 | 475
9606.ENSP00000357655 | CCN6 | 372
9606.ENSP00000357660 | CLRN3 | 226
9606.ENSP00000357668 | ADAM12 | 909
9606.ENSP00000357669 | NPR1 | 1061
9606.ENSP00000357674 | SNAPIN | 136
9606.ENSP00000357679 | CHTOP | 249
9606.ENSP00000357682 | FANK1 | 345
9606.ENSP00000357691 | S100A14 | 104
9606.ENSP00000357695 | S100A16 | 103
9606.ENSP00000357702 | S100A3 | 101
9606.ENSP00000357704 | S100A4 | 101
9606.ENSP00000357707 | S100A5 | 92
9606.ENSP00000357709 | S100A6 | 90
9606.ENSP00000357711 | S100A7 | 101
9606.ENSP00000357714 | S100A7L2 | 101
9606.ENSP00000357718 | S100A7A | 101
9606.ENSP00000357721 | S100A8 | 93
9606.ENSP00000357726 | S100A12 | 92
9606.ENSP00000357727 | S100A9 | 114
9606.ENSP00000357731 | LOR | 312
9606.ENSP00000357733 | PRR9 | 116
9606.ENSP00000357736 | LELP1 | 98
9606.ENSP00000357737 | SPRR2G | 73
9606.ENSP00000357740 | SPRR2E | 72
9606.ENSP00000357744 | SPRR2B | 72
9606.ENSP00000357746 | SPRR2D | 72
9606.ENSP00000357748 | BCCIP | 322
9606.ENSP00000357751 | SPRR1A | 89
9606.ENSP00000357753 | IVL | 585
9606.ENSP00000357754 | SMCP | 116
9606.ENSP00000357759 | LCE1E | 118
9606.ENSP00000357764 | C1orf68 | 250
9606.ENSP00000357766 | LCE4A | 99
9606.ENSP00000357768 | LCE2A | 106
9606.ENSP00000357769 | LCE2B | 110
9606.ENSP00000357772 | LCE2C | 110
9606.ENSP00000357773 | LCE2D | 110
9606.ENSP00000357776 | LCE3D | 92
9606.ENSP00000357778 | LCE3E | 92
9606.ENSP00000357779 | CRCT1 | 99
9606.ENSP00000357787 | UROS | 265
9606.ENSP00000357789 | FLG | 4061
9606.ENSP00000357791 | HRNR | 2850
9606.ENSP00000357796 | TCHHL1 | 904
9606.ENSP00000357798 | MMP21 | 569
9606.ENSP00000357801 | S100A10 | 97
9606.ENSP00000357804 | THEM4 | 240
9606.ENSP00000357807 | THEM5 | 247
9606.ENSP00000357810 | LINGO4 | 593
9606.ENSP00000357811 | TEX36 | 186
9606.ENSP00000357812 | TDRKH | 561
9606.ENSP00000357823 | MRPL9 | 267
9606.ENSP00000357829 | EEF1AKMT2 | 291
9606.ENSP00000357835 | LHPP | 270
9606.ENSP00000357838 | OAT | 439
9606.ENSP00000357842 | TUFT1 | 390
9606.ENSP00000357844 | SLC16A10 | 515
9606.ENSP00000357858 | BUB3 | 328
9606.ENSP00000357863 | GTF3C6 | 213
9606.ENSP00000357869 | PI4KB | 828
9606.ENSP00000357873 | ACADSB | 432
9606.ENSP00000357876 | PSMD4 | 380
9606.ENSP00000357881 | IKZF5 | 419
9606.ENSP00000357883 | PIP5K1A | 562
9606.ENSP00000357889 | FAM24A | 105
9606.ENSP00000357894 | FAM24B | 94
9606.ENSP00000357901 | SCNM1 | 230
9606.ENSP00000357904 | LYSMD1 | 227
9606.ENSP00000357905 | DMBT1 | 2413
9606.ENSP00000357906 | TNFAIP8L2 | 184
9606.ENSP00000357907 | CDK19 | 502
9606.ENSP00000357909 | SEMA6C | 962
9606.ENSP00000357914 | GABPB2 | 448
9606.ENSP00000357915 | SLC22A16 | 577
9606.ENSP00000357917 | MLLT11 | 90
9606.ENSP00000357920 | DDO | 369
9606.ENSP00000357922 | C1orf56 | 341
9606.ENSP00000357927 | BNIPL | 357
9606.ENSP00000357928 | CDC40 | 579
9606.ENSP00000357943 | ANXA9 | 345
9606.ENSP00000357966 | CEP57L1 | 477
9606.ENSP00000357973 | AFG1L | 481
9606.ENSP00000357979 | NR2E1 | 422
9606.ENSP00000357980 | HTRA1 | 480
9606.ENSP00000357981 | CTSS | 331
9606.ENSP00000357986 | PLEKHA1 | 404
9606.ENSP00000357998 | SEC63 | 760
9606.ENSP00000358001 | TACC2 | 2948
9606.ENSP00000358016 | SCML4 | 414
9606.ENSP00000358019 | NSMCE4A | 385
9606.ENSP00000358022 | MCL1 | 350
9606.ENSP00000358033 | PDSS2 | 399
9606.ENSP00000358035 | ADAMTSL4 | 1097
9606.ENSP00000358042 | QRSL1 | 528
9606.ENSP00000358045 | ECM1 | 567
9606.ENSP00000358059 | RTN4IP1 | 396
9606.ENSP00000358060 | TARS2 | 718
9606.ENSP00000358062 | CRYBG1 | 1723
9606.ENSP00000358064 | RPRD2 | 1461
9606.ENSP00000358071 | SEC23IP | 1000
9606.ENSP00000358072 | ATG5 | 275
9606.ENSP00000358081 | BAG3 | 575
9606.ENSP00000358089 | TIAL1 | 392
9606.ENSP00000358092 | PRDM1 | 825
9606.ENSP00000358098 | C1orf54 | 131
9606.ENSP00000358099 | RGS10 | 181
9606.ENSP00000358105 | APH1A | 265
9606.ENSP00000358107 | CA14 | 337
9606.ENSP00000358120 | PLEKHO1 | 409
9606.ENSP00000358140 | EIF3A | 1382
9606.ENSP00000358142 | SV2A | 742
9606.ENSP00000358147 | CACUL1 | 369
9606.ENSP00000358149 | BOLA1 | 137
9606.ENSP00000358151 | H2BC21 | 126
9606.ENSP00000358154 | H3C14 | 136
9606.ENSP00000358155 | H2AC18 | 130
9606.ENSP00000358159 | ASCC3 | 2202
9606.ENSP00000358160 | H3C10 | 136
9606.ENSP00000358165 | FCGR1A | 374
9606.ENSP00000358183 | FAM204A | 233
9606.ENSP00000358200 | RAB11FIP2 | 532
9606.ENSP00000358207 | VAX1 | 334
9606.ENSP00000358210 | SIM1 | 766
9606.ENSP00000358217 | PRDM13 | 707
9606.ENSP00000358223 | PNLIP | 465
9606.ENSP00000358232 | PNLIPRP3 | 467
9606.ENSP00000358233 | GPR89B | 455
9606.ENSP00000358238 | GJA8 | 433
9606.ENSP00000358247 | FBXL4 | 621
9606.ENSP00000358251 | FAM160B1 | 765
9606.ENSP00000358262 | CHD1L | 897
9606.ENSP00000358265 | KLHL32 | 620
9606.ENSP00000358272 | NDUFAF4 | 175
9606.ENSP00000358283 | UFL1 | 794
9606.ENSP00000358294 | CD160 | 181
9606.ENSP00000358301 | ADRB1 | 477
9606.ENSP00000358307 | NHLRC2 | 726
9606.ENSP00000358309 | EPHA7 | 998
9606.ENSP00000358310 | ITGA10 | 1167
9606.ENSP00000358312 | PEX11B | 259
9606.ENSP00000358316 | PLEKHS1 | 465
9606.ENSP00000358320 | POLR3GL | 218
9606.ENSP00000358327 | CASP7 | 388
9606.ENSP00000358335 | MAP3K7 | 606
9606.ENSP00000358358 | GJA10 | 543
9606.ENSP00000358363 | PDE4DIP | 2362
9606.ENSP00000358365 | NRAP | 1731
9606.ENSP00000358374 | SCAF11 | 1463
9606.ENSP00000358391 | FCGR1B | 280
9606.ENSP00000358397 | FAM72B | 149
9606.ENSP00000358400 | MDN1 | 5596
9606.ENSP00000358407 | ADAM30 | 790
9606.ENSP00000358413 | ZDHHC6 | 413
9606.ENSP00000358414 | HMGCS2 | 508
9606.ENSP00000358421 | HSD3B1 | 373
9606.ENSP00000358423 | RRAGD | 400
9606.ENSP00000358437 | TBX15 | 602
9606.ENSP00000358451 | GDAP2 | 497
9606.ENSP00000358458 | TENT5C | 391
9606.ENSP00000358460 | CLIC2 | 247
9606.ENSP00000358464 | SHOC2 | 582
9606.ENSP00000358466 | RAB39B | 213
9606.ENSP00000358470 | VTCN1 | 282
9606.ENSP00000358474 | BRCC3 | 316
9606.ENSP00000358478 | TTF2 | 1162
9606.ENSP00000358482 | CD101 | 1021
9606.ENSP00000358488 | MTCP1 | 107
9606.ENSP00000358490 | CD2 | 351
9606.ENSP00000358495 | IGSF3 | 1214
9606.ENSP00000358496 | CMC4 | 68
9606.ENSP00000358497 | RNGTT | 597
9606.ENSP00000358501 | CD58 | 250
9606.ENSP00000358510 | FUNDC2 | 189
9606.ENSP00000358512 | MAB21L3 | 362
9606.ENSP00000358513 | CNR1 | 472
9606.ENSP00000358515 | SLC22A15 | 547
9606.ENSP00000358518 | F8A2 | 371
9606.ENSP00000358519 | NHLH2 | 135
9606.ENSP00000358525 | NGF | 241
9606.ENSP00000358529 | TSPAN2 | 221
9606.ENSP00000358532 | RBM20 | 1227
9606.ENSP00000358535 | SYCP1 | 976
9606.ENSP00000358541 | SIKE1 | 211
9606.ENSP00000358542 | SMIM9 | 99
9606.ENSP00000358547 | MPP1 | 466
9606.ENSP00000358548 | NRAS | 189
9606.ENSP00000358549 | RARS2 | 578
9606.ENSP00000358554 | BCAS2 | 225
9606.ENSP00000358563 | DKC1 | 514
9606.ENSP00000358565 | SLC35A1 | 337
9606.ENSP00000358575 | CFAP206 | 622
9606.ENSP00000358582 | AP4B1 | 739
9606.ENSP00000358590 | ZNF292 | 2723
9606.ENSP00000358596 | DUSP5 | 384
9606.ENSP00000358616 | SMNDC1 | 238
9606.ENSP00000358617 | PHTF1 | 762
9606.ENSP00000358635 | SYNCRIP | 623
9606.ENSP00000358644 | TAFA3 | 169
9606.ENSP00000358674 | UBL4A | 157
9606.ENSP00000358677 | TBX18 | 607
9606.ENSP00000358695 | CYB5R4 | 521
9606.ENSP00000358696 | PLXNA3 | 1871
9606.ENSP00000358698 | WNT2B | 391
9606.ENSP00000358703 | RIPPLY2 | 128
9606.ENSP00000358714 | PRSS35 | 413
9606.ENSP00000358715 | SORCS3 | 1222
9606.ENSP00000358716 | DDX20 | 824
9606.ENSP00000358718 | CFAP58 | 872
9606.ENSP00000358719 | ME1 | 572
9606.ENSP00000358723 | RAP1A | 184
9606.ENSP00000358727 | GSTO1 | 241
9606.ENSP00000358730 | TMIGD3 | 347
9606.ENSP00000358737 | ATP5PB | 256
9606.ENSP00000358739 | RWDD2A | 292
9606.ENSP00000358742 | SFR1 | 245
9606.ENSP00000358747 | OVGP1 | 678
9606.ENSP00000358753 | PIFO | 191
9606.ENSP00000358755 | CHIA | 476
9606.ENSP00000358762 | UBE3D | 389
9606.ENSP00000358765 | TPBG | 420
9606.ENSP00000358770 | SLK | 1235
9606.ENSP00000358777 | ATP6AP1 | 470
9606.ENSP00000358778 | LRIF1 | 769
9606.ENSP00000358783 | NPBWR2 | 333
9606.ENSP00000358784 | KCNA3 | 575
9606.ENSP00000358786 | KCNA10 | 511
9606.ENSP00000358794 | SLC16A4 | 487
9606.ENSP00000358795 | NEURL1 | 574
9606.ENSP00000358798 | CALHM3 | 344
9606.ENSP00000358799 | RBM15 | 977
9606.ENSP00000358802 | KCNC4 | 635
9606.ENSP00000358810 | STRIP1 | 837
9606.ENSP00000358812 | PDCD11 | 1871
9606.ENSP00000358813 | TTK | 857
9606.ENSP00000358814 | AHCYL1 | 530
9606.ENSP00000358815 | NEURL1B | 555
9606.ENSP00000358820 | EPS8L3 | 594
9606.ENSP00000358824 | DNASE1L1 | 302
9606.ENSP00000358831 | ELOVL4 | 314
9606.ENSP00000358840 | ATP5MD | 58
9606.ENSP00000358851 | GSTM4 | 218
9606.ENSP00000358853 | SH3BGRL2 | 107
9606.ENSP00000358854 | TAF5 | 800
9606.ENSP00000358857 | EMD | 254
9606.ENSP00000358862 | PCGF6 | 350
9606.ENSP00000358865 | INA | 499
9606.ENSP00000358866 | FLNA | 2647
9606.ENSP00000358867 | GNAI3 | 354
9606.ENSP00000358880 | AMIGO1 | 493
9606.ENSP00000358884 | CYB561D1 | 251
9606.ENSP00000358886 | ATXN7L2 | 722
9606.ENSP00000358888 | SYPL2 | 272
9606.ENSP00000358894 | CNNM2 | 875
9606.ENSP00000358896 | AS3MT | 375
9606.ENSP00000358902 | SAMD10 | 202
9606.ENSP00000358903 | CYP17A1 | 508
9606.ENSP00000358904 | ZNF512B | 892
9606.ENSP00000358909 | SFXN2 | 322
9606.ENSP00000358918 | SUFU | 484
9606.ENSP00000358921 | ACTR1A | 376
9606.ENSP00000358925 | PSRC1 | 333
9606.ENSP00000358931 | TKTL1 | 596
9606.ENSP00000358932 | ABHD16B | 469
9606.ENSP00000358939 | SARS1 | 536
9606.ENSP00000358945 | OPN1MW2 | 364
9606.ENSP00000358953 | CUEDC2 | 287
9606.ENSP00000358955 | KIAA1324 | 1013
9606.ENSP00000358956 | IRAK1BP1 | 260
9606.ENSP00000358963 | HTR1B | 390
9606.ENSP00000358965 | C1orf194 | 157
9606.ENSP00000358966 | IMPG1 | 797
9606.ENSP00000358967 | OPN1LW | 364
9606.ENSP00000358983 | NFKB2 | 900
9606.ENSP00000358994 | MYO6 | 1285
9606.ENSP00000358997 | IRAK1 | 712
9606.ENSP00000358999 | TMEM187 | 261
9606.ENSP00000359000 | GBF1 | 1859
9606.ENSP00000359013 | TNFRSF6B | 300
9606.ENSP00000359018 | AKNAD1 | 836
9606.ENSP00000359019 | PITX3 | 302
9606.ENSP00000359022 | ELOVL3 | 270
9606.ENSP00000359025 | STXBP3 | 592
9606.ENSP00000359034 | FNDC7 | 733
9606.ENSP00000359042 | PRPF38B | 546
9606.ENSP00000359045 | ARHGAP4 | 986
9606.ENSP00000359049 | HENMT1 | 393
9606.ENSP00000359050 | ARMH3 | 689
9606.ENSP00000359052 | FAM102B | 360
9606.ENSP00000359070 | STMN3 | 180
9606.ENSP00000359073 | VAV3 | 847
9606.ENSP00000359077 | L1CAM | 1257
9606.ENSP00000359085 | NTNG1 | 539
9606.ENSP00000359095 | PRMT6 | 375
9606.ENSP00000359096 | AMY1C | 511
9606.ENSP00000359098 | COX7A2 | 115
9606.ENSP00000359100 | AMY1A | 511
9606.ENSP00000359114 | COL11A1 | 1806
9606.ENSP00000359119 | SRPK3 | 567
9606.ENSP00000359127 | DPH5 | 285
9606.ENSP00000359128 | NPM3 | 178
9606.ENSP00000359131 | EXTL2 | 330
9606.ENSP00000359151 | DBT | 482
9606.ENSP00000359160 | TRMT13 | 481
9606.ENSP00000359170 | DPCD | 203
9606.ENSP00000359171 | MFSD14A | 490
9606.ENSP00000359172 | SLC35A3 | 367
9606.ENSP00000359181 | POLL | 575
9606.ENSP00000359198 | PPDPF | 114
9606.ENSP00000359204 | PLPPR4 | 763
9606.ENSP00000359206 | BTRC | 605
9606.ENSP00000359211 | DPYD | 1025
9606.ENSP00000359212 | LBX1 | 281
9606.ENSP00000359215 | TLX1 | 330
9606.ENSP00000359216 | PTBP2 | 537
9606.ENSP00000359219 | KAZALD1 | 304
9606.ENSP00000359221 | RWDD3 | 267
9606.ENSP00000359222 | TLCD4 | 263
9606.ENSP00000359224 | ALG14 | 216
9606.ENSP00000359225 | CNN3 | 329
9606.ENSP00000359230 | HAUS7 | 368
9606.ENSP00000359233 | ABCD3 | 659
9606.ENSP00000359240 | LZTS2 | 669
9606.ENSP00000359245 | ABCA4 | 2273
9606.ENSP00000359258 | GCLM | 274
9606.ENSP00000359271 | ZNF275 | 329
9606.ENSP00000359285 | CHRNA4 | 627
9606.ENSP00000359292 | SLF2 | 1186
9606.ENSP00000359295 | DR1 | 176
9606.ENSP00000359297 | NSDHL | 373
9606.ENSP00000359300 | CETN2 | 172
9606.ENSP00000359305 | TMED5 | 229
9606.ENSP00000359310 | CSAG1 | 78
9606.ENSP00000359319 | PAX2 | 396
9606.ENSP00000359321 | MTF2 | 593
9606.ENSP00000359333 | DIPK1A | 428
9606.ENSP00000359337 | GABRA3 | 492
9606.ENSP00000359339 | CGAS | 522
9606.ENSP00000359340 | NKAIN4 | 208
9606.ENSP00000359345 | RPL5 | 297
9606.ENSP00000359353 | GABRE | 506
9606.ENSP00000359361 | DDX43 | 648
9606.ENSP00000359364 | YTHDF1 | 559
9606.ENSP00000359370 | SEC31B | 1179
9606.ENSP00000359375 | FATE1 | 183
9606.ENSP00000359376 | SLC17A9 | 436
9606.ENSP00000359378 | PRRG3 | 231
9606.ENSP00000359380 | SCD | 359
9606.ENSP00000359382 | PASD1 | 773
9606.ENSP00000359384 | OOEP | 149
9606.ENSP00000359385 | GLMN | 594
9606.ENSP00000359386 | VMA21 | 156
9606.ENSP00000359392 | KHDC3L | 217
9606.ENSP00000359393 | HMGB3 | 200
9606.ENSP00000359396 | DPPA5 | 116
9606.ENSP00000359398 | BLOC1S2 | 142
9606.ENSP00000359401 | C1orf146 | 180
9606.ENSP00000359410 | EPHX4 | 362
9606.ENSP00000359411 | KHDC1 | 237
9606.ENSP00000359415 | KHDC1L | 128
9606.ENSP00000359423 | MTM1 | 603
9606.ENSP00000359424 | CHUK | 745
9606.ENSP00000359434 | CXorf40B | 158
9606.ENSP00000359444 | HSFX1 | 423
9606.ENSP00000359446 | CPN1 | 458
9606.ENSP00000359454 | HFM1 | 1435
9606.ENSP00000359464 | OGFRL1 | 451
9606.ENSP00000359469 | ZNF644 | 1327
9606.ENSP00000359474 | BARHL2 | 387
9606.ENSP00000359483 | LRRC8C | 803
9606.ENSP00000359484 | SMAP1 | 467
9606.ENSP00000359485 | GBP6 | 633
9606.ENSP00000359488 | GBP5 | 586
9606.ENSP00000359489 | AFF2 | 1311
9606.ENSP00000359490 | GBP4 | 640
9606.ENSP00000359497 | GBP2 | 591
9606.ENSP00000359498 | FMR1NB | 255
9606.ENSP00000359504 | GBP1 | 592
9606.ENSP00000359505 | SDHAF4 | 108
9606.ENSP00000359506 | FMR1 | 632
9606.ENSP00000359507 | CUTC | 273
9606.ENSP00000359512 | GBP3 | 595
9606.ENSP00000359518 | MRGBP | 204
9606.ENSP00000359520 | ENTPD7 | 604
9606.ENSP00000359524 | SPANXN1 | 72
9606.ENSP00000359526 | SLC25A28 | 364
9606.ENSP00000359531 | GTF2B | 316
9606.ENSP00000359532 | NTSR1 | 418
9606.ENSP00000359534 | SPANXN3 | 141
9606.ENSP00000359539 | GOT1 | 413
9606.ENSP00000359540 | CREG1 | 220
9606.ENSP00000359546 | SPANXD | 97
9606.ENSP00000359549 | SPANXA2 | 97
9606.ENSP00000359550 | SPANXA1 | 97
9606.ENSP00000359552 | PKN2 | 984
9606.ENSP00000359557 | LDOC1 | 146
9606.ENSP00000359563 | CDR1 | 262
9606.ENSP00000359567 | SOX3 | 446
9606.ENSP00000359571 | CXorf66 | 361
9606.ENSP00000359575 | LMO4 | 165
9606.ENSP00000359581 | HS2ST1 | 356
9606.ENSP00000359583 | HPSE2 | 592
9606.ENSP00000359594 | CLCA4 | 919
9606.ENSP00000359596 | CLCA2 | 943
9606.ENSP00000359600 | ODF2L | 636
9606.ENSP00000359603 | COL24A1 | 1714
9606.ENSP00000359606 | ZNHIT6 | 470
9606.ENSP00000359607 | PYROXD2 | 581
9606.ENSP00000359621 | MCOLN3 | 553
9606.ENSP00000359629 | CRTAC1 | 661
9606.ENSP00000359630 | ADGRB3 | 1522
9606.ENSP00000359634 | GOLGA7B | 167
9606.ENSP00000359640 | MCOLN2 | 566
9606.ENSP00000359643 | LPAR3 | 353
9606.ENSP00000359645 | RBMX | 391
9606.ENSP00000359655 | EYS | 3165
9606.ENSP00000359660 | AVPI1 | 147
9606.ENSP00000359663 | CD40LG | 261
9606.ENSP00000359664 | CTBS | 385
9606.ENSP00000359665 | PI4K2A | 479
9606.ENSP00000359668 | VGLL1 | 258
9606.ENSP00000359674 | C10orf62 | 223
9606.ENSP00000359675 | GNG5 | 68
9606.ENSP00000359680 | HOGA1 | 327
9606.ENSP00000359682 | BRS3 | 399
9606.ENSP00000359688 | RPF1 | 349
9606.ENSP00000359691 | LGSN | 509
9606.ENSP00000359693 | FKBP1C | 108
9606.ENSP00000359698 | UBTD1 | 227
9606.ENSP00000359699 | DNASE2B | 361
9606.ENSP00000359707 | SAMD13 | 116
9606.ENSP00000359719 | PRKACB | 398
9606.ENSP00000359727 | BAG2 | 211
9606.ENSP00000359729 | SLC9A6 | 701
9606.ENSP00000359740 | ZNF451 | 1061
9606.ENSP00000359765 | ADGRL2 | 1416
9606.ENSP00000359768 | KIAA1586 | 787
9606.ENSP00000359778 | ADGRL4 | 690
9606.ENSP00000359782 | BEND6 | 279
9606.ENSP00000359783 | IFI44 | 444
9606.ENSP00000359787 | IFI44L | 452
9606.ENSP00000359793 | PTGFR | 359
9606.ENSP00000359795 | GIPC2 | 315
9606.ENSP00000359799 | DNAJB4 | 337
9606.ENSP00000359802 | ZNF75D | 510
9606.ENSP00000359804 | FUBP1 | 644
9606.ENSP00000359818 | MMS19 | 1030
9606.ENSP00000359819 | MOSPD1 | 213
9606.ENSP00000359820 | FAM122C | 195
9606.ENSP00000359829 | USP33 | 942
9606.ENSP00000359837 | ZZZ3 | 903
9606.ENSP00000359848 | PIGK | 395
9606.ENSP00000359859 | MTG2 | 406
9606.ENSP00000359864 | GPC4 | 556
9606.ENSP00000359866 | BMP5 | 454
9606.ENSP00000359871 | ACADM | 454
9606.ENSP00000359890 | MBNL3 | 354
9606.ENSP00000359892 | SLC44A5 | 719
9606.ENSP00000359904 | TYW3 | 259
9606.ENSP00000359910 | PSMA7 | 248
9606.ENSP00000359911 | RAP2C | 183
9606.ENSP00000359925 | LRRC1 | 524
9606.ENSP00000359935 | FPGT | 607
9606.ENSP00000359939 | EXOSC1 | 195
9606.ENSP00000359940 | IGSF1 | 1341
9606.ENSP00000359942 | KLHL31 | 634
9606.ENSP00000359956 | ELOVL5 | 326
9606.ENSP00000359958 | ZRANB2 | 330
9606.ENSP00000359976 | CTH | 405
9606.ENSP00000359978 | HHLA3 | 121
9606.ENSP00000359982 | ANKRD13C | 541
9606.ENSP00000359988 | SRSF11 | 484
9606.ENSP00000359990 | LRRC40 | 602
9606.ENSP00000359991 | PGAM1 | 254
9606.ENSP00000360002 | GSTA4 | 222
9606.ENSP00000360017 | ZNF280C | 737
9606.ENSP00000360020 | DIRAS3 | 229
9606.ENSP00000360021 | GNG12 | 72
9606.ENSP00000360025 | GADD45A | 165
9606.ENSP00000360028 | GSTA5 | 222
9606.ENSP00000360034 | SERBP1 | 408
9606.ENSP00000360035 | PPP1R3D | 299
9606.ENSP00000360046 | C1orf141 | 400
9606.ENSP00000360054 | PHACTR3 | 559
9606.ENSP00000360058 | FRAT2 | 233
9606.ENSP00000360060 | FRAT1 | 279
9606.ENSP00000360065 | WDR78 | 848
9606.ENSP00000360076 | SGIP1 | 828
9606.ENSP00000360107 | EFHC1 | 640
9606.ENSP00000360108 | DNAJC6 | 970
9606.ENSP00000360112 | RAVER2 | 678
9606.ENSP00000360116 | UBE2U | 226
9606.ENSP00000360120 | ROR1 | 937
9606.ENSP00000360124 | PGM1 | 580
9606.ENSP00000360129 | EFCAB7 | 629
9606.ENSP00000360133 | ITGB3BP | 216
9606.ENSP00000360141 | GNAS | 1037
9606.ENSP00000360147 | XPNPEP2 | 674
9606.ENSP00000360154 | OCRL | 901
9606.ENSP00000360157 | FOXD3 | 478
9606.ENSP00000360158 | PKHD1 | 4074
9606.ENSP00000360162 | SMARCA1 | 1070
9606.ENSP00000360165 | ACTRT1 | 376
9606.ENSP00000360166 | PRR32 | 298
9606.ENSP00000360167 | DCAF12L1 | 463
9606.ENSP00000360170 | ANGPTL3 | 460
9606.ENSP00000360181 | SH2D1A | 128
9606.ENSP00000360183 | STX16 | 325
9606.ENSP00000360184 | TM9SF3 | 589
9606.ENSP00000360190 | DEFB110 | 67
9606.ENSP00000360191 | APCDD1L | 501
9606.ENSP00000360195 | KANK4 | 995
9606.ENSP00000360210 | C20orf85 | 137
9606.ENSP00000360214 | OPALIN | 141
9606.ENSP00000360215 | ZBP1 | 429
9606.ENSP00000360216 | DNTT | 509
9606.ENSP00000360217 | RHAG | 409
9606.ENSP00000360231 | NFIA | 554
9606.ENSP00000360240 | GLYATL3 | 288
9606.ENSP00000360242 | XIAP | 497
9606.ENSP00000360244 | C1orf87 | 546
9606.ENSP00000360247 | CYP2J2 | 502
9606.ENSP00000360250 | ENTPD1 | 522
9606.ENSP00000360252 | HOOK1 | 728
9606.ENSP00000360255 | OPN5 | 354
9606.ENSP00000360262 | FGGY | 575
9606.ENSP00000360266 | JUN | 331
9606.ENSP00000360268 | ALDH18A1 | 795
9606.ENSP00000360269 | TACSTD2 | 323
9606.ENSP00000360270 | OMA1 | 524
9606.ENSP00000360280 | DAB1 | 555
9606.ENSP00000360281 | C8B | 591
9606.ENSP00000360290 | PRKAA2 | 552
9606.ENSP00000360293 | SORBS1 | 1292
9606.ENSP00000360296 | PLPP3 | 311
9606.ENSP00000360299 | ADGRF1 | 910
9606.ENSP00000360305 | PDLIM1 | 329
9606.ENSP00000360310 | SPO11 | 396
9606.ENSP00000360315 | TMEM61 | 210
9606.ENSP00000360316 | DHCR24 | 516
9606.ENSP00000360317 | CYP2C8 | 490
9606.ENSP00000360320 | LEXM | 418
9606.ENSP00000360323 | TTC22 | 569
9606.ENSP00000360327 | PARS2 | 475
9606.ENSP00000360329 | TTC4 | 387
9606.ENSP00000360360 | CT47B1 | 299
9606.ENSP00000360365 | MCTS1 | 182
9606.ENSP00000360366 | ACOT11 | 607
9606.ENSP00000360371 | SSBP3 | 388
9606.ENSP00000360372 | CYP2C19 | 490
9606.ENSP00000360376 | FAM209B | 171
9606.ENSP00000360379 | FAM209A | 171
9606.ENSP00000360398 | SLC25A27 | 323
9606.ENSP00000360411 | LDLRAD1 | 205
9606.ENSP00000360412 | NOC3L | 800
9606.ENSP00000360421 | LRRC42 | 428
9606.ENSP00000360423 | CACNA1B | 2339
9606.ENSP00000360425 | RCAN2 | 243
9606.ENSP00000360431 | PLCE1 | 2302
9606.ENSP00000360436 | ENPP5 | 477
9606.ENSP00000360437 | FAM210B | 192
9606.ENSP00000360441 | RHOXF2 | 288
9606.ENSP00000360455 | RHOXF2B | 288
9606.ENSP00000360464 | NKAP | 415
9606.ENSP00000360472 | LGI1 | 557
9606.ENSP00000360473 | PFDN4 | 134
9606.ENSP00000360475 | ARRDC1 | 433
9606.ENSP00000360483 | NDC1 | 674
9606.ENSP00000360485 | AKAP14 | 197
9606.ENSP00000360488 | FRA10AC1 | 315
9606.ENSP00000360492 | NDUFA1 | 70
9606.ENSP00000360493 | RUNX2 | 521
9606.ENSP00000360497 | RNF113A | 343
9606.ENSP00000360498 | MRPL41 | 137
9606.ENSP00000360500 | DMRTB1 | 342
9606.ENSP00000360502 | PDE6C | 858
9606.ENSP00000360515 | SUPT3H | 328
9606.ENSP00000360522 | RBP4 | 201
9606.ENSP00000360525 | MAGOH | 146
9606.ENSP00000360526 | ZNF217 | 1048
9606.ENSP00000360530 | NSMF | 530
9606.ENSP00000360532 | CDC5L | 802
9606.ENSP00000360538 | FFAR4 | 377
9606.ENSP00000360540 | CEP55 | 464
9606.ENSP00000360541 | CPT2 | 658
9606.ENSP00000360552 | TSHZ2 | 1034
9606.ENSP00000360560 | TCTE1 | 501
9606.ENSP00000360561 | ENTPD8 | 495
9606.ENSP00000360569 | SCP2 | 547
9606.ENSP00000360576 | NDOR1 | 606
9606.ENSP00000360577 | ECHDC2 | 292
9606.ENSP00000360583 | ZYG11A | 759
9606.ENSP00000360593 | COA7 | 231
9606.ENSP00000360597 | LRRC26 | 334
