StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
GJD4	Q96KN9	370
GJD3	Q8N144	294
GJD2	Q9UKL4	321
GJC3	Q8NFK1	279
GJC2	Q5T442	439
GJC1	P36383	396
GJC1	Q8N144	294
GJB7	Q6PEY0	223
GJB6	O95452	261
GJB5	O95377	273
GJB4	Q9NTQ9	266
GJB3	O75712	270
GJB2	P29033	226
GJB1	P08034	283
GJA9	P57773	515
GJA9	Q9UKL4	321
GJA8	P48165	433
GJA5	P36382	358
GJA4	P35212	333
GJA3	Q9Y6H8	435
GJA10	Q969M2	543
GJA10	P57773	515
GJA1	Q969M2	543
GJA1	P57773	515
GJA1	Q5T442	439
GJA1	P17302	382
GJA1	Q8N144	294
GIT2	Q14161	759
GIT1	Q9Y2X7	761
GIPR	P48546	466
GIPC3	Q8TF64	312
GIPC2	Q8TF65	315
GIPC1	O14908	333
GIP	Q4L180	1135
GIP	Q9BQI5	828
GIP	Q16666	785
GIP	P48546	466
GIP	O14908	333
GIP	Q8TF65	315
GIP	Q8TF64	312
GIP	Q8TAE8	222
GIP	P09681	153
GIP	A6NJ69	53
GINS4	Q9BRT9	223
GINS3	Q9BRX5	216
GINS2	Q9Y248	185
GINS1	Q14691	196
GINM1	Q9NU53	330
GIN1	Q9P2P1	1898
GIN1	Q9NXP7	522
GIN1	Q9UJX0	477
GIMAP8	Q8ND71	665
GIMAP7	Q8NHV1	300
GIMAP6	Q6P9H5	292
GIMAP5	Q96F15	307
GIMAP4	Q9NUV9	329
GIMAP2	Q9UG22	337
GIMAP1	Q8WWP7	306
GIGYF2	Q6Y7W6	1299
GIGYF1	O75420	1035
GID8	Q9NWU2	228
GID4	Q8IVV7	300
GHSR	Q92847	366
GHRL	Q9UBU3	117
GHRHR	Q02643	423
GHRH	Q02643	423
GHRH	P01286	108
GHR	P10912	638
GHR	Q02643	423
GHR	Q9UBU3	117
GHR	P01286	108
GHITM	Q9H3K2	345
GHDC	Q8N2G8	530
GH2	Q8NDV7	1962
GH2	A4D1E9	387
GH2	P01242	217
GH1	Q8TF68	577
GH1	Q9H4K7	406
GH1	Q9BTY7	390
GH1	O15527	345
GH1	Q16775	308
GH1	P01241	217
GGTLC3	B5MD39	225
GGTLC2	Q14390	218
GGTLC1	Q9BX51	225
GGT7	Q9UJ14	662
GGT6	Q6P531	493
GGT5	P36269	586
GGT2	Q9NYU1	1516
GGT2	P36268	569
GGT1	Q9NYU2	1555
GGT1	P19440	569
GGT1	P53609	377
GGPS1	O95749	300
GGNBP2	Q9H3C7	697
GGN	Q09328	741
GGN	Q9H3C7	697
GGN	Q86UU5	652
GGN	Q09327	533
GGN	P26572	445
GGN	Q5YKI7	109
GGH	Q32M88	737
GGH	Q92820	318
GGCX	P38435	758
GGCT	O75223	188
GGACT	Q9BVM4	153
GGA3	Q9NZ52	723
GGA2	Q9UJY4	613
GGA1	Q9UJY5	639
GFY	I3L273	518
GFRAL	Q6UXV0	394
GFRA4	Q9GZZ7	299
GFRA3	O60609	400
GFRA2	O00451	464
GFRA1	P56159	465
GFPT2	O94808	682
GFPT1	Q06210	699
GFOD2	Q3B7J2	385
GFOD2	Q6N063	350
GFOD1	Q8N543	542
GFOD1	Q9NXC2	390
GFM2	Q969S9	779
GFM1	Q96RP9	751
GFI1B	Q5VTD9	330
GFI1	Q99684	422
GFI1	Q5VTD9	330
GFER	P55789	205
GFAP	P14136	432
GET4	Q7L5D6	327
GET3	O43681	348
GET1	O00258	174
GEN1	Q17RS7	908
GEN1	Q7Z5L4	167
GEMIN8	Q9NWZ8	242
GEMIN7	Q9H840	131
GEMIN6	Q8WXD5	167
GEMIN5	Q8TEQ6	1508
GEMIN4	P57678	1058
GEMIN2	O14893	280
GEM	Q8TEQ6	1508
GEM	P57678	1058
GEM	Q9UHI6	824
GEM	A6NCL1	334
GEM	P55040	296
GEM	O14893	280
GEM	Q9NWZ8	242
GEM	Q8WXD5	167
GEM	Q9H840	131
GDPGP1	Q6ZNW5	385
GDPD5	Q8WTR4	605
GDPD4	Q6W3E5	623
GDPD3	Q7L5L3	318
GDPD2	Q9HCC8	539
GDPD1	Q8N9F7	314
GDNF	P56159	465
GDNF	O00451	464
GDNF	P39905	211
GDI2	P50395	445
GDI1	P31150	447
GDF9	O60383	454
GDF9	O95972	392
GDF7	Q7Z4P5	450
GDF6	Q6KF10	455
GDF5	P43026	501
GDF5	Q5U4N7	250
GDF3	Q9NR23	364
GDF2	Q9UK05	429
GDF15	Q99988	308
GDF11	O95390	407
GDF10	P55107	478
GDF1	P55107	478
GDF1	Q6KF10	455
GDF1	O95390	407
GDF1	P27539	372
GDF1	Q99988	308
GDE1	Q9NZC3	331
GDAP2	Q9NXN4	497
GDAP1L1	Q96MZ0	367
GDAP1	Q96MZ0	367
GDAP1	Q8TB36	358
GDA	Q9NXN4	497
GDA	Q9Y2T3	454
GDA	Q96MZ0	367
GDA	Q8TB36	358
GDA	Q9BSE5	352
GDA	P16260	332
GCSH	P23434	173
GCSAML	Q5JQS6	135
GCSAM	Q8N6F7	178
GCSAM	Q5JQS6	135
GCNT7	Q6ZNI0	430
GCNT4	Q9P109	453
GCNT3	O95395	438
GCNT2	Q8N0V5	402
GCNT1	Q02742	428
GCNA	Q96QF7	691
GCN1	Q92616	2671
GCM2	O75603	506
GCM1	Q9NP62	436
GCLM	P48507	274
GCLC	P48506	637
GCKR	Q14397	625
GCK	Q12851	820
GCK	Q14397	625
GCK	P35557	465
GCHFR	P30047	84
GCH1	P30793	250
GCGR	P47871	477
GCG	Q9NYU2	1555
GCG	Q9NYU1	1516
GCG	P47871	477
GCG	Q16739	394
GCG	Q13326	291
GCG	P01275	180
GCFC2	P16383	781
GCDH	Q92947	438
GCC2	Q8IWJ2	1684
GCC1	Q96CN9	775
GCAT	O75600	419
GCA	O75882	1429
GCA	O75600	419
GCA	Q16586	387
GCA	P28676	217
GCA	O95843	209
GCA	P43080	201
GCA	Q9UMX6	200
GC	Q92616	2671
GC	P16112	2530
GC	Q96RT7	1819
GC	Q8IZF0	1738
GC	Q8IWJ2	1684
GC	Q9P2K8	1649
GC	Q9NYU2	1555
GC	Q9NYU1	1516
GC	O75882	1429
GC	P28715	1186
GC	P51841	1108
GC	Q02846	1103
GC	Q96RT8	1024
GC	Q86YN6	1023
GC	P23378	1020
GC	P54198	1017
GC	P98171	946
GC	Q9Y5F6	944
GC	Q9Y5F7	938
GC	Q9UN70	934
GC	Q8TCY9	931
GC	Q9Y5B6	917
GC	Q96CW5	907
GC	Q9BSJ2	902
GC	P04035	888
GC	Q92830	837
GC	Q13724	837
GC	Q99062	836
GC	Q12851	820
GC	Q32MZ4	808
GC	Q9UBK2	798
GC	Q68CJ6	796
GC	P16383	781
GC	Q96CN9	775
GC	Q8WYQ5	773
GC	P38435	758
GC	Q9NVM9	706
GC	Q96QF7	691
GC	O75746	678
GC	Q9UGJ1	667
GC	P48506	637
GC	Q9H0H5	632
GC	Q14397	625
GC	P13521	617
GC	O95196	566
GC	P98153	550
GC	P04062	536
GC	Q9H3P7	528
GC	Q8NEA9	526
GC	Q01581	520
GC	Q96IK5	515
GC	P09622	509
GC	P54868	508
GC	O75603	506
GC	Q96NM4	488
GC	Q6AZZ1	485
GC	Q15406	480
GC	P47871	477
GC	Q96DF8	476
GC	P02774	474
GC	Q9Y646	472
GC	P35557	465
GC	Q6NXR0	463
GC	Q9P109	453
GC	Q92947	438
GC	Q9HAC7	438
GC	O95395	438
GC	O43556	437
GC	Q9NP62	436
GC	Q6ZNI0	430
GC	Q02742	428
GC	O75600	419
GC	Q86WD7	417
GC	Q9H4B0	414
GC	P48728	403
GC	Q8N0V5	402
GC	Q9HB90	399
GC	Q16739	394
GC	P20142	388
GC	Q16586	387
GC	Q9P0J7	381
GC	Q8TB92	370
GC	P04001	364
GC	O95273	360
GC	Q8IYX1	336
GC	Q9NPF4	335
GC	P35914	325
GC	Q9H936	323
GC	Q16585	318
GC	Q9H1K4	315
GC	Q96LD1	299
GC	Q92535	297
GC	Q13326	291
GC	Q92629	289
GC	Q07021	282
GC	P48507	274
GC	Q9BRK0	252
GC	P30793	250
GC	O95926	243
GC	Q9UMR7	237
GC	Q9BY27	220
GC	Q14129	220
GC	P28676	217
GC	O95843	209
GC	P09919	207
GC	P43080	201
GC	Q9UMX6	200
GC	P03986	189
GC	O75223	188
GC	P01275	180
GC	A0A5B9	178
GC	Q8N6F7	178
GC	P07315	174
GC	P23434	173
GC	P0CF51	173
GC	P01591	159
GC	P78537	153
GC	Q6L9T8	149
GC	P12273	146
GC	Q9Y3E0	138
GC	Q9H4X1	137
GC	Q7Z5G4	137
GC	Q5JQS6	135
GC	Q16609	132
GC	P80162	114
GC	O75896	110
GC	P30047	84
GC	Q8WZA8	35
GBX2	P52951	348
GBX1	Q14549	363
GBP7	Q8N8V2	638
GBP6	Q6ZN66	633
GBP5	Q96PP8	586
GBP4	Q96PP9	640
GBP4	Q8N8V2	638
GBP3	Q9H0R5	595
GBP3	Q8WXF7	558
GBP2	O94875	1100
GBP2	P32456	591
GBP2	O95319	508
GBP2	Q15848	244
GBP1	Q9UMZ2	1314
GBP1	P32455	592
GBP1	Q92879	486
GBP1	A0A1W2PR95	340
GBP1	P78318	339
GBP1	Q9UFW8	167
GBP1	O43257	154
GBGT1	Q8N5D6	347
GBF1	Q92538	1860
GBE1	Q04446	702
GBA2	Q9HCG7	927
GBA	Q9HCG7	927
GBA	P04062	536
GBA	Q9H227	469
GBA	O75323	286
GATM	P50440	423
GATD3B	A0A0B4J2D5	268
GATD3A	P0DPI2	268
GATD1	Q8NB37	220
GATC	O43716	136
GATB	O75879	557
GATAD2B	Q8WXI9	593
GATAD2A	Q86YP4	633
GATAD1	Q8WUU5	269
GATA6	Q92908	595
GATA5	Q9BWX5	397
GATA4	P43694	442
GATA3	P23771	443
GATA2	P23769	480
GATA1	P15976	413
GAST	P01350	101
GASK1B	Q6UWH4	519
GASK1A	Q9UFP1	575
GAS8	O95995	478
GAS8	O95177	125
GAS7	O60861	476
GAS6	Q14393	678
GAS2L3	Q86XJ1	694
GAS2L2	Q8NHY3	880
GAS2L1	Q99501	681
GAS2	Q8NHY3	880
GAS2	Q86XJ1	694
GAS2	Q99501	681
GAS2	O43903	313
GAS1	O95995	478
GAS1	P54826	345
GART	P22102	1010
GARS1	P41250	739
GARNL3	Q5VVW2	1013
GAREM2	Q75VX8	874
GAREM1	Q9H706	876
GAR1	Q8NHY3	880
GAR1	Q9NY12	217
GAPVD1	Q14C86	1478
GAPT	Q8N292	157
GAPDHS	O14556	408
GAPDH	O14556	408
GAPDH	P04406	335
GAP43	P17677	238
GANC	Q8TET4	914
GANAB	Q14697	944
GAN	O60318	1980
GAN	Q14697	944
GAN	Q8TET4	914
GAN	Q9H2C0	597
GAMT	Q14353	236
GALT	Q8IYK4	626
GALT	Q8NBJ5	622
GALT	Q6Y288	498
GALT	O43825	422
GALT	P15291	398
GALT	Q7Z7M8	397
GALT	Q9NY97	397
GALT	P78381	396
GALT	O60512	393
GALT	O43286	388
GALT	Q9UBX8	382
GALT	P07902	379
GALT	O96024	378
GALT	O60909	372
GALT	Q9Y2A9	372
GALT	A8MXE2	369
GALT	Q9NS00	363
GALT	Q9NPC4	353
GALT	O60513	344
GALT	U3KPV4	340
GALT	O75752	331
GALT	Q96L58	329
GALT	Q9UBV7	327
GALT	Q9Y5Z6	326
GALT	Q96EU7	318
GALT	P0DN25	315
GALT	Q9Y2C3	310
GALT	P59052	145
GALR3	O60755	368
GALR2	O43603	387
GALR1	P47211	349
GALP	Q9UBC7	116
GALNTL6	Q49A17	601
GALNTL5	Q7Z4T8	443
GALNT9	Q9HCQ5	603
GALNT8	Q9NY28	637
GALNT7	Q86SF2	657
GALNT6	Q8NCL4	622
GALNT5	Q7Z7M9	940
GALNT4	Q76KP1	1039
GALNT4	Q8N4A0	578
GALNT3	Q6L9W6	998
GALNT3	Q14435	633
GALNT2	Q10471	571
GALNT2	Q8NHY0	566
GALNT2	Q8NCR0	500
GALNT18	Q6P9A2	607
GALNT17	Q49A17	601
GALNT17	Q6IS24	598
GALNT16	Q8N428	558
GALNT15	Q8N3T1	639
GALNT15	Q7Z4T8	443
GALNT14	Q96FL9	552
GALNT13	Q8IUC8	556
GALNT12	Q8IXK2	581
GALNT11	Q8NCW6	608
GALNT10	Q86SR1	603
GALNT1	Q8N3T1	639
GALNT1	Q8NCW6	608
GALNT1	Q6P9A2	607
GALNT1	Q86SR1	603
GALNT1	Q49A17	601
GALNT1	Q6IS24	598
GALNT1	Q8IXK2	581
GALNT1	Q10472	559
GALNT1	Q8N428	558
GALNT1	Q8IUC8	556
GALNT1	Q96FL9	552
GALNT1	Q00973	533
GALNT1	Q7Z4T8	443
GALNT1	O75752	331
GALNS	P34059	522
GALM	Q96C23	342
GALK2	Q01415	458
GALK1	P51570	392
GALE	Q14376	348
GALC	P54803	685
GAL3ST4	Q96RP7	486
GAL3ST3	Q96A11	431
GAL3ST2	Q9H3Q3	398
GAL3ST1	Q99999	423
GAL	P20701	1170
GAL	Q76KP1	1039
GAL	Q6L9W6	998
GAL	Q7Z7M9	940
GAL	P54803	685
GAL	Q86SF2	657
GAL	Q8N3T1	639
GAL	Q9NY28	637
GAL	Q14435	633
GAL	Q8IYK4	626
GAL	Q8NBJ5	622
GAL	Q8NCL4	622
GAL	Q8NCW6	608
GAL	Q6P9A2	607
GAL	Q9HCQ5	603
GAL	Q86SR1	603
GAL	Q49A17	601
GAL	Q9NSC7	600
GAL	Q6IS24	598
GAL	Q08380	585
GAL	Q8IXK2	581
GAL	Q8N4A0	578
GAL	Q10471	571
GAL	Q8NHY0	566
GAL	Q7LFX5	561
GAL	Q10472	559
GAL	Q8N428	558
GAL	Q8IUC8	556
GAL	Q96FL9	552
GAL	Q8N6G5	542
GAL	Q00973	533
GAL	Q8TDX6	532
GAL	Q96JF0	529
GAL	P34059	522
GAL	Q8NCR0	500
GAL	Q6Y288	498
GAL	Q96RP7	486
GAL	Q01415	458
GAL	Q7Z4T8	443
GAL	Q96A11	431
GAL	Q99999	423
GAL	O43825	422
GAL	Q8TDV0	419
GAL	Q9UNP4	418
GAL	P15907	406
GAL	P15291	398
GAL	Q9H3Q3	398
GAL	Q7Z7M8	397
GAL	Q9NY97	397
GAL	P78381	396
GAL	O60512	393
GAL	P51570	392
GAL	O43286	388
GAL	O43603	387
GAL	Q9UBX8	382
GAL	P07902	379
GAL	O96024	378
GAL	Q11203	375
GAL	Q9UJ37	374
GAL	O60909	372
GAL	Q9Y2A9	372
GAL	Q68CQ7	371
GAL	A8MXE2	369
GAL	O60755	368
GAL	Q9NS00	363
GAL	Q6DKI2	356
GAL	Q3B8N2	356
GAL	O00182	355
GAL	Q9NPC4	353
GAL	Q16842	350
GAL	P47211	349
GAL	Q9H1C3	349
GAL	Q14376	348
GAL	Q67FW5	346
GAL	O60513	344
GAL	Q96C23	342
GAL	U3KPV4	340
GAL	Q11201	340
GAL	Q9BVH7	336
GAL	Q96DT0	336
GAL	Q11206	333
GAL	Q969X2	333
GAL	Q9Y274	331
GAL	O75752	331
GAL	Q96L58	329
GAL	Q9UBV7	327
GAL	Q9Y5Z6	326
GAL	P56470	323
GAL	Q96EU7	318
GAL	O00214	317
GAL	P0DN25	315
GAL	Q9Y2C3	310
GAL	Q8NDV1	305
GAL	Q9H4F1	302
GAL	P17931	250
GAL	P80188	198
GAL	Q8N6F7	178
GAL	Q3ZCW2	172
GAL	P59052	145
GAL	Q05315	142
GAL	A8MUM7	142
GAL	Q9UHV8	139
GAL	Q8TCE9	139
GAL	P47929	136
GAL	P09382	135
GAL	P05162	132
GAL	P22466	123
GAL	Q9UBC7	116
GAK	Q9NQT8	1826
GAK	O14976	1311
GAGE2E	Q4V326	110
GAGE2A	Q6NT46	116
GAGE13	Q4V321	117
GAGE12J	A6NER3	117
GAGE12H	A6NDE8	117
GAGE12G	P0CL81	117
GAGE12F	P0CL80	117
GAGE12E	A1L429	117
GAGE12D	A1L429	117
GAGE12C	A1L429	117
GAGE10	A6NGK3	116
GAGE1	P0CL82	117
GAGE1	P0CL80	117
GAGE1	P0CL81	117
GAGE1	A1L429	117
GAGE1	O76087	117
GAGE1	Q4V321	117
GAGE1	A6NDE8	117
GAGE1	A6NER3	117
GAGE1	P0DTW1	117
GAGE1	A6NGK3	116
GADL1	Q6ZQY3	521
GADD45GIP1	Q8TAE8	222
GADD45G	Q8TAE8	222
GADD45G	O95257	159
GADD45B	O75293	160
GADD45A	P24522	165
GAD2	Q05329	585
GAD1	Q99259	594
GABRR3	A8MPY1	467
GABRR2	P28476	465
GABRR1	P24046	479
GABRQ	Q9UN88	632
GABRP	O00591	440
GABRG3	Q99928	467
GABRG2	P18507	475
GABRG1	Q8N1C3	465
GABRE	P78334	506
GABRD	O14764	452
GABRB3	P28472	473
GABRB2	P47870	512
GABRB1	P18505	474
GABRA6	Q16445	453
GABRA5	P31644	462
GABRA4	P48169	554
GABRA3	P34903	492
GABRA2	P47869	451
GABRA1	P14867	456
GABPB2	Q8TAK5	448
GABPB2	Q06547	395
GABPB1	Q06547	395
GABPA	Q06546	454
GABBR2	O75899	941
GABBR1	Q9UBS5	961
GABARAPL2	P60520	117
GABARAPL1	Q9H0R8	117
GABARAP	Q9H0R8	117
GABARAP	P60520	117
GABARAP	Q9BY60	117
GABARAP	O95166	117
GAB4	Q2WGN9	574
GAB3	Q8WWW8	586
GAB2	Q9UQC2	676
GAB1	Q13480	694
GAA	P10253	952
GAA	O43292	621
GAA	Q9HC24	238
G6PD	P11413	515
G6PC3	Q9BUM1	346
G6PC2	Q9NQR9	355
G6PC	P35575	357
G6PC	Q9NQR9	355
G6PC	Q9BUM1	346
G3BP2	Q9UN86	482
G3BP1	Q13283	466
G2E3	Q7L622	706
G0S2	P26651	326
G0S2	P27469	103
FZR1	Q9UM11	496
FZD9	O00144	591
FZD8	Q9H461	694
FZD7	O75084	574
FZD6	O60353	706
FZD5	Q13467	585
FZD4	Q9ULV1	537
FZD3	Q9NPG1	666
FZD3	O00144	591
FZD2	Q14332	565
FZD10	Q9ULW2	581
FZD1	Q9UP38	647
FZD1	Q9ULW2	581
FYTTD1	Q96QD9	318
FYN	P06241	537
FYCO1	Q9BQS8	1478
FYB2	Q5VWT5	728
FYB1	O15117	783
FXYD7	P58549	80
FXYD6	Q9H0Q3	95
FXYD6	P58550	94
FXYD5	Q96DB9	178
FXYD4	P59646	89
FXYD3	Q14802	87
FXYD2	P54710	66
FXYD1	O00168	92
FXR2	P51116	673
FXR1	P51114	621
FXN	Q7Z2K6	904
FXN	Q8TD22	340
FXN	Q6P4A7	337
FXN	Q9H9B4	322
FXN	Q96NB2	322
FXN	Q9BWM7	321
FXN	Q16595	210
FUZ	Q9BT04	418
FUT9	Q9Y231	359
FUT8	Q9BYC5	575
FUT7	Q11130	342
FUT6	P51993	359
FUT5	Q11128	374
FUT4	P22083	530
FUT3	P21217	361
FUT2	Q9Y2G5	429
FUT2	Q10981	343
FUT11	Q495W5	492
FUT10	Q6P4F1	479
FUT1	Q495W5	492
FUT1	Q6P4F1	479
FUT1	Q9Y2G5	429
FUT1	Q9H488	388
FUT1	P19526	365
FUS	Q2VWA4	1015
FUS	P84550	965
FUS	P35637	526
FUS	Q13630	321
FUS	Q93015	286
FUS	O75494	262
FUS	O75896	110
FURIN	P09958	794
FUOM	A2VDF0	154
FUNDC2	Q9BWH2	189
FUNDC1	Q8IVP5	155
FUCA2	Q9BTY2	467
FUCA1	P04066	466
FUBP3	Q96I24	572
FUBP1	Q96AE4	644
FTSJ3	Q8IY81	847
FTSJ1	Q9UET6	329
FTO	Q9C0B1	505
FTMT	Q8N4E7	242
FTL	P61247	264
FTL	P02792	175
FTHL17	Q9BXU8	183
FTH1	P0C7X4	201
FTH1	P02794	183
FTCDNL1	E5RQL4	147
FTCD	O95954	541
FTCD	E5RQL4	147
FSTL5	Q8N475	847
FSTL4	Q6MZW2	842
FSTL3	O95633	263
FSTL1	Q12841	308
FST	Q8N475	847
FST	Q6MZW2	842
FST	P19883	344
FST	Q12841	308
FST	O95633	263
FSIP2	Q5CZC0	6907
FSIP1	Q8NA03	581
FSHR	P23945	695
FSHB	P01225	129
FSD2	A1L4K1	749
FSD2	Q8NA29	543
FSD2	A6NFX1	504
FSD1L	Q9BXM9	530
FSD1	Q9BXM9	530
FSD1	Q14CX5	517
FSD1	Q5SR56	506
FSD1	Q9BTV5	496
FSD1	Q96MC6	490
FSD1	Q6NUT3	480
FSD1	Q9H3U5	465
FSD1	Q14728	455
FSD1	O43934	449
FSD1	Q5VZR4	150
FSCN3	Q9NQT6	498
FSCN2	O14926	492
FSCN1	Q16658	493
FSCB	Q5H9T9	825
FSBP	O95073	299
FRZB	Q92765	325
FRYL	O94915	3013
FRY	O94915	3013
FRY	Q5TBA9	3013
FRY	O00507	2555
FRS3	O43559	492
FRS3	P84103	164
FRS2	Q99590	1463
FRS2	Q8WU20	508
FRS2	Q9BRL6	282
FRS2	Q01130	221
FRRS1L	Q9P0K9	293
FRRS1	Q6ZNA5	592
FRRS1	Q9P0K9	293
FRMPD4	Q14CM0	1322
FRMPD3	Q5JV73	1777
FRMPD2	Q68DX3	1309
FRMPD2	Q6IN97	320
FRMPD1	Q5SYB0	1578
FRMD8	Q9BZ67	464
FRMD8	Q9BZ68	369
FRMD7	Q6ZUT3	714
FRMD6	Q96NE9	622
FRMD6	P0C7T7	363
FRMD5	Q7Z6J6	570
FRMD4B	Q9Y2L6	1034
FRMD4A	Q9P2Q2	1039
FRMD3	A2A2Y4	597
FRMD1	Q8N878	549
FRK	Q6P4R8	1299
FRK	Q9NRH2	765
FRK	P42685	505
FRG2C	A6NGY1	282
FRG2B	Q96QU4	278
FRG2	A6NGY1	282
FRG2	Q64ET8	278
FRG2	Q96QU4	278
FRG2	Q96DX8	246
FRG1	Q8NFQ8	470
FRG1	Q14331	258
FREM3	P0C091	2139
FREM2	Q5SZK8	3169
FREM1	Q5H8C1	2179
FRAT2	O75474	233
FRAT1	Q92837	279
FRAS1	Q86XX4	4008
FRA10AC1	Q70Z53	315
FPR3	P25089	353
FPR2	P25090	351
FPR1	P21462	350
FPGT	O14772	607
FPGS	Q05932	587
FOXS1	O43638	330
FOXRED2	Q8IWF2	684
FOXRED1	Q96CU9	486
FOXR2	Q6PJQ5	311
FOXR1	Q6PIV2	292
FOXQ1	Q9C009	403
FOXP4	Q8IVH2	680
FOXP3	Q9BZS1	431
FOXP2	O15409	715
FOXP1	Q9H334	677
FOXO6	A8MYZ6	492
FOXO4	P98177	505
FOXO3B	A0A2Z4LIS9	290
FOXO3	O43524	673
FOXO3	A0A2Z4LIS9	290
FOXO1	Q12778	655
FOXN4	Q96NZ1	517
FOXN3	O00409	490
FOXN2	P32314	431
FOXN1	O15353	648
FOXM1	Q08050	763
FOXL3	A0A1W2PRP0	233
FOXL2NB	Q6ZUU3	175
FOXL2	P58012	376
FOXL2	Q6ZUU3	175
FOXL1	Q12952	345
FOXK2	Q01167	660
FOXK1	P85037	733
FOXJ3	Q9UPW0	622
FOXJ2	Q9P0K8	574
FOXJ1	Q92949	421
FOXI3	A8MTJ6	420
FOXI2	Q6ZQN5	318
FOXI1	Q12951	378
FOXH1	O75593	365
FOXG1	P55316	489
FOXF2	Q12947	444
FOXF1	Q12946	379
FOXE3	Q13461	319
FOXE1	O00358	373
FOXD4L6	Q3SYB3	417
FOXD4L5	Q5VV16	416
FOXD4L4	Q8WXT5	416
FOXD4L3	Q6VB84	417
FOXD4L1	Q9NU39	408
FOXD4	Q12950	439
FOXD4	Q3SYB3	417
FOXD4	Q6VB84	417
FOXD4	Q5VV16	416
FOXD4	Q8WXT5	416
FOXD4	Q9NU39	408
FOXD3	Q9UJU5	478
FOXD2	O60548	495
FOXD1	Q16676	465
FOXD1	Q6P6C2	394
FOXC2	Q99958	501
FOXC1	Q12948	553
FOXB2	Q5VYV0	432
FOXB1	Q99853	325
FOXA3	P55318	350
FOXA2	Q9Y261	457
FOXA1	P55317	472
FOSL2	P15408	326
FOSL1	P15407	271
FOSB	P53539	338
FOS	O60423	1300
FOS	P01100	380
FOS	P53539	338
FOS	P15408	326
FOS	P15407	271
FOPNL	Q96NB1	174
FOLR3	P41439	245
FOLR2	P14207	255
FOLR1	P15328	257
FOLH1	Q04609	750
FOLH1	Q9HBA9	442
FOCAD	Q5VW36	1801
FNTB	P49356	437
FNTA	P49354	379
FNIP2	Q9P278	1114
FNIP1	Q8TF40	1166
FNDC9	Q8TBE3	224
FNDC8	Q8TC99	324
FNDC7	Q5VTL7	733
FNDC5	Q8NAU1	212
FNDC4	Q9H6D8	234
FNDC3B	Q53EP0	1204
FNDC3A	Q9Y2H6	1198
FNDC11	Q9BVV2	318
FNDC10	F2Z333	226
FNDC1	Q4ZHG4	1894
FNDC1	Q9BVV2	318
FNDC1	F2Z333	226
FNBP4	Q8N3X1	1017
FNBP1L	Q5T0N5	605
FNBP1	Q96RU3	617
FNBP1	Q5T0N5	605
FN3KRP	Q9HA64	309
FN3K	Q9H479	309
FN3K	Q9HA64	309
FN1	P02751	2477
FN1	Q86VF2	1251
FN1	Q8N957	1146
FN1	P0C7P3	912
FN1	Q7Z7L1	901
FN1	Q68D06	897
FN1	Q96DR7	871
FN1	P0C7U0	828
FN1	Q9P244	771
FN1	Q8IWA4	741
FN1	O94929	683
FN1	Q6IEE8	588
FN1	Q9H2S9	585
FN1	Q8IYM2	578
FN1	Q96S06	567
FN1	Q9UKS7	526
FN1	Q13422	519
FN1	Q9UKT9	509
FN1	Q9H5V7	419
FN1	Q96PD7	388
FN1	Q6Q0C1	308
FN1	Q8NCW5	288
FN1	P07737	140
FN1	Q9NP84	129
FMR1NB	Q8N0W7	255
FMR1	P51116	673
FMR1	Q06787	632
FMR1	Q8N0W7	255
FMOD	Q06828	376
FMO5	P49326	533
FMO4	P31512	558
FMO3	P31513	532
FMO2	P31512	558
FMO2	Q99518	535
FMO1	Q01740	532
FMNL3	Q8IVF7	1028
FMNL2	Q96PY5	1086
FMNL1	O95466	1100
FMN2	Q9NZ56	1722
FMN1	Q68DA7	1419
FMC1	Q96HJ9	113
FLYWCH2	Q96CP2	140
FLYWCH1	Q4VC44	716
FLVCR2	Q9UPI3	526
FLVCR1	Q9Y5Y0	555
FLVCR1	Q8TAF5	88
FLT4	P35916	1363
FLT3LG	P49771	235
FLT3	P36888	993
FLT3	P49771	235
FLT1	P17948	1338
FLRT3	Q9NZU0	649
FLRT2	O43155	660
FLRT1	Q9NZU1	674
FLOT2	Q14254	428
FLOT1	P41440	591
FLOT1	O75955	427
FLNC	Q14315	2725
FLNB	O75369	2602
FLNB	Q8N5W9	214
FLNA	P21333	2647
FLNA	Q6ZTI6	216
FLII	Q13045	1269
FLI1	Q01543	452
FLG2	Q5D862	2391
FLG	P20930	4061
FLG	Q5D862	2391
FLG	P11362	822
FLCN	Q8NFG4	579
FLAD1	Q8NFF5	587
FLACC1	Q96Q35	445
FKTN	O75072	461
FKRP	Q9H9S5	495
FKBPL	Q9UIM3	349
FKBP9	O95302	570
FKBP9	Q75LS8	142
FKBP9	P68106	108
FKBP8	Q14318	412
FKBP7	Q9Y680	222
FKBP6	Q96AY3	582
FKBP6	O95302	570
FKBP6	O75344	327
FKBP5	Q02790	459
FKBP5	Q13451	457
FKBP4	Q02790	459
FKBP3	Q14318	412
FKBP3	O75344	327
FKBP3	Q00688	224
FKBP2	Q00688	224
FKBP2	Q9Y680	222
FKBP2	Q9NWM8	211
FKBP2	P26885	142
FKBP1C	Q5VVH2	108
FKBP1B	P68106	108
FKBP1A	P62942	108
FKBP15	Q5T1M5	1219
FKBP14	Q9NWM8	211
