drug_id|name|cas|smiles|logP ALOGPS|logP ChemAxon|solubility ALOGPS|pKa (strongest acidic)|pKa (strongest basic)|drugname|drug_type|approved|experimental|illicit|investigational|nutraceutical|withdrawn|collated_partner_id|collated_gene_name|collated_target_type|collated_inhibitor|collated_inducer
DB03451|1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3||[H]\C(\C(\[H])=C1/CCC[C@@]2(C)[C@@]1([H])CC[C@]2([H])[C@@]([H])(C)OCCCC(O)(CC)CC)=C1/C[C@@]([H])(O)C[C@]([H])(O)C1=C|5.69|4.36|6.32e-03 g/l|14.25|-2.8|b'1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3'|small molecule|0|1|0|0|0|0|BE0000779|VDR|protein|0|0
DB03453|Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate|193744-04-6|[H]N=C(N([H])[H])N1CCC[C@H](CC(=O)N([H])[C@@H](CC2=CC=C(C=C2)C#CC2=CC=CC=C2)C(=O)OC)C1|2.74|2.63|8.58e-03 g/l|12.4|11.87|b'Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate'|small molecule|0|1|0|0|0|0|BE0001029|IL2|protein|0|0
DB03455|(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid||[H][C@](NOCCS)(C(O)=O)C1=CNC2=C1C=CC=C2|1.27|1.42|1.06e-01 g/l|4.38|2.65|b'(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid'|small molecule|0|1|0|0|0|0|BE0001029|IL2|protein|0|0
DB03456|N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide||[H][C@@](CC(C)C)(NC(=O)OCC1=CC=CC=C1)C(=O)N[C@]1([H])CCN(C1)C#N|1.58|2.2|1.37e-01 g/l|12.87|-3.1|b'N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide'|small molecule|0|1|0|0|0|0|BE0003417|CTSK|protein|0|0
DB03461|Nicotinamide adenine dinucleotide phosphate|53-59-8|NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O|-0.81|-11|4.84e+00 g/l|0.66|4.87|b'Nicotinamide adenine dinucleotide phosphate'|small molecule|0|1|0|0|0|0|BE0000400 ; BE0002364 ; BE0000604 ; BE0000747 ; BE0000622 ; BE0000194 ; BE0000008 ; BE0000329 ; BE0000909 ; BE0000869 ; BE0001251 ; BE0000126 ; BE0000067 ; BE0001089 ; BE0000330 ; BE0000617 ; BE0000592 ; BE0000595 ; BE0001185 ; BE0003011 ; BE0000574 ; BE0000589 ; BE0000578 ; BE0004352 ; BE0003119 ; BE0004480 ; BE0003795 ; BE0004353 ; BE0003983|ADH1B ; POR ; ME1 ; AKR1B1 ; AKR1C2 ; HSD17B1 ; NNT ; HSD11B1 ; SPR ; DCXR ; IDH1 ; AKR1C1 ; NOS1 ; G6PD ; DHFR ; MTHFD1 ; AKR1C3 ; BLVRB ; CRYZ ; DHRS11 ; HMGCR ; MDH1 ; HSD17B8 ; AKR1A1 ; DECR1 ; FDXR ; PTGR1 ; AKR1B10 ; DHRS4L1|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB03466|BMS184394||CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O|6.25|6.26|1.49e-04 g/l|3.99|-3.4|b'BMS184394'|small molecule|0|1|0|0|0|0|BE0000144|RARG|protein|0|0
DB03467|Naringenin|480-41-1|[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1|2.47|2.84|2.14e-01 g/l|7.91|-3.9|b'Naringenin'|small molecule|0|1|0|0|0|0|BE0000123 ; BE0000126 ; BE0001111 ; BE0009091 ; BE0000685 ; BE0002090 ; BE0000792 ; BE0001042 ; BE0001032 ; BE0000785 ; BE0001067|ESR1 ; AKR1C1 ; CYP1B1 ; KANSL3 ; SHBG ; CYP19A1 ; ESR2 ; SLCO2B1 ; ABCB1 ; ABCC1 ; ABCG2|protein ; protein ; protein ; protein ; protein ; protein ; protein ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB03468|1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide||NS(=O)(=O)C1=CC2=C(CCNC2)C=C1|0.15|0.0042|2.08e+00 g/l|10.37|8.62|b'1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide'|small molecule|0|1|0|0|0|0|BE0000865|PNMT|protein|0|0
DB03471|6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid||[H]N([C@@H](CCC(O)=O)CCC1=CC=CC=C1)C(=O)CCCCCCC1=CC=CC=C1|5.17|5.77|2.01e-04 g/l|4.6|-0.78|b'6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid'|small molecule|0|1|0|0|0|0|BE0001640|PLA2G2A|protein|0|0
DB03477|1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole||NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F|4.66|4.26|2.51e-03 g/l|10.7|-0.45|b'1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole'|small molecule|0|1|0|0|0|0|BE0000262|PTGS2|protein|0|0
DB03478|2'-O-Acetyl Adenosine-5-Diphosphoribose||[H][C@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])OC(C)=O|-1.7|-6.5|3.54e+00 g/l|1.86|5|b""2'-O-Acetyl Adenosine-5-Diphosphoribose""|small molecule|0|1|0|0|0|0|BE0003362|SIRT5|protein|0|0
DB03479|8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione||CN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O|-2.1|-3.1|3.34e+02 g/l|9.73|-3|b'8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione'|small molecule|0|1|0|0|0|0|BE0000916|PYGM|protein|0|0
DB03480|Brequinar Analog||CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1|4.89|6.12|4.64e-04 g/l|3.38|0.77|b'Brequinar Analog'|small molecule|0|1|0|0|0|0|BE0000382|DHODH|protein|0|0
DB03484|L-Alpha-Glycerophosphorylethanolamine||NCCO[P@@](O)(=O)OC[C@@H](O)CO|-2.3|-3.4|3.65e+01 g/l|1.87|10|b'L-Alpha-Glycerophosphorylethanolamine'|small molecule|0|1|0|0|0|0|BE0004149|ANXA5|protein|0|0
DB03485|Alpha-D-Fucose||C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O|-2.4|-1.9|8.27e+02 g/l|11.3|-3.6|b'Alpha-D-Fucose'|small molecule|0|1|0|0|0|0|BE0000994|LTF|protein|0|0
DB03486|Phosphomethylphosphonic acid guanosyl ester||NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1|-1.8|-4.7|4.86e+00 g/l|1.08|0.33|b'Phosphomethylphosphonic acid guanosyl ester'|small molecule|0|1|0|0|0|0|BE0001746|CANT1|protein|0|0
DB03490|3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole||C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1|2.95|2.78|9.49e-02 g/l|8.81|4.91|b'3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole'|small molecule|0|1|0|0|0|0|BE0001072|CDK2|protein|0|0
DB03491|2'-Deoxyguanosine-5'-Diphosphate||NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1|-1.4|-2.6|3.60e+00 g/l|1.97|1.36|b""2'-Deoxyguanosine-5'-Diphosphate""|small molecule|0|1|0|0|0|0|BE0003106|NME1|protein|0|0
DB03495|4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose||[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O|-2.7|-7.6|1.38e+02 g/l|11.23|7.03|b'4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose'|small molecule|0|1|0|0|0|0|BE0002639|AMY2A|protein|0|0
DB03496|Alvocidib|146426-40-6|CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl|2.81|2.48|9.40e-02 g/l|6.71|7.36|b'Alvocidib'|small molecule|0|1|0|1|0|0|BE0001072 ; BE0000890 ; BE0002207 ; BE0001082 ; BE0002212 ; BE0000767 ; BE0002216 ; BE0002224 ; BE0001913 ; BE0000916 ; BE0002150 ; BE0000007 ; BE0003541 ; BE0001067|CDK2 ; CDK5 ; CDK9 ; CDK1 ; CDK6 ; EGFR ; CDK4 ; CDK8 ; CDK7 ; PYGM ; PYGB ; PYGL ; UGT1A1 ; ABCG2|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; transporter|1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB03499|Malate Ion||O[C@H](CC(O)=O)C(O)=O|-0.87|-1.1|2.18e+02 g/l|3.2|-3.9|b'Malate Ion'|small molecule|0|1|0|0|0|0|BE0000148 ; BE0004459|ME2 ; CS|protein ; protein|0 ; 0|0 ; 0
DB03501|Galactose-uridine-5'-diphosphate|2956-16-3|OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O|-1.4|-5|1.50e+01 g/l|1.73|-3.6|b""Galactose-uridine-5'-diphosphate""|small molecule|0|1|0|0|0|0|BE0000259 ; BE0000214 ; BE0001521|B4GALT1 ; ABO ; GALE|protein ; protein ; protein|0 ; 0 ; 0|0 ; 0 ; 0
DB03504|9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine||CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2Cl)=NC2=C(N)N=CN=C12|3.75|3.1|2.83e-02 g/l|18.59|5.06|b'9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine'|small molecule|0|1|0|0|0|0|BE0001120|HSP90AA1|protein|0|0
DB03506|9-Deazaadenine|2227-98-7|[H]N([H])C1=NC=NC2=C1N([H])C=C2|0.03|0.3|7.29e+00 g/l|14|5.09|b'9-Deazaadenine'|small molecule|0|1|0|0|0|0|BE0000115|APRT|protein|0|0
DB03509|2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide||NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1|2.69|2.79|1.19e-02 g/l|14.1|0.22|b'2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide'|small molecule|0|1|0|0|0|0|BE0001717|PARP1|protein|0|0
DB03510|6-O-Phosphoryl Inosine Monophosphate||[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2N=CN=C3OP(O)(O)=O)[C@]([H])(O)[C@]1([H])O|-1.6|-3.4|3.37e+00 g/l|0.69|2.12|b'6-O-Phosphoryl Inosine Monophosphate'|small molecule|0|1|0|0|0|0|BE0002231|ADSSL1|protein|0|0
DB03512|Uridine-2',3'-vanadate||OC[C@@H]1O[C@H]([C@H]2O[V](O)(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O|-2|-2.1|1.37e+01 g/l|9.7|-3|b""Uridine-2',3'-vanadate""|small molecule|0|1|0|0|0|0|BE0003317|RNASE1|protein|0|0
DB03515|Equilenin||[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C=CC2=C1C=CC(O)=C2|4.32|4.3|5.20e-03 g/l|9.78|-5.5|b'Equilenin'|small molecule|0|1|0|0|0|0|BE0002638|CYP3A4|enzyme|0|0
DB03516|Eniluracil|59989-18-3|O=C1NC=C(C#C)C(=O)N1|-0.91|-0.82|2.54e-01 g/l|9.5|-6.4|b'Eniluracil'|small molecule|0|0|0|1|0|0|BE0000960 ; BE0003539 ; BE0002204|DPYD ; AOX1 ; XDH|protein ; protein ; protein|0 ; 0 ; 1|0 ; 0 ; 0
DB03523|Brequinar|96187-53-0|CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F|5.05|6.27|5.39e-04 g/l|3.38|0.75|b'Brequinar'|small molecule|0|1|0|0|0|0|BE0000382|DHODH|protein|0|0
DB03525|RU79073||OP(O)(=O)OC1=C2NCCCC2=CC=C1|1.11|0.4|2.94e+00 g/l|1.19|4.01|b'RU79073'|small molecule|0|1|0|0|0|0|BE0000838|SRC|protein|0|0
DB03526|AL5927||COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1|0.55|1.09|1.19e-01 g/l|8.17|-4.8|b'AL5927'|small molecule|0|1|0|0|0|0|BE0000322|CA2|protein|0|0
DB03535|Z-Pro-Prolinal||[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O|1.25|1.43|1.53e+00 g/l|15.37|-4|b'Z-Pro-Prolinal'|small molecule|0|1|0|0|0|0|BE0002148|PREP|protein|0|0
DB03536|Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate||C[C@H](NC(=O)[C@H](CCCNC(N)N)NC(=O)OCC1=CC=CC=C1)C(=O)CF|-0.39|0.43|2.80e-01 g/l|12.73|6.71|b'Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate'|small molecule|0|1|0|0|0|0|BE0001504|CTSF|protein|0|0
DB03539|2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose||[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N=C|-1.4|-2.1|1.18e+01 g/l|13.12|2.66|b'2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose'|small molecule|0|1|0|0|0|0|BE0001058|CHIT1|protein|0|0
DB03541|10-Propargyl-5,8-Dideazafolic Acid||[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O|1.22|1.02|2.04e-02 g/l|3.24|1.02|b'10-Propargyl-5,8-Dideazafolic Acid'|small molecule|0|1|0|0|0|0|BE0000220 ; BE0000324 ; BE0003983|NQO2 ; TYMS ; DHRS4L1|protein ; protein ; protein|0 ; 0 ; 0|0 ; 0 ; 0
DB03542|L-Myo-Inositol-1-Phosphate||[H][C@]1(O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O)[C@]1([H])O|-1.6|-3.9|8.59e+01 g/l|1.16|-3.6|b'L-Myo-Inositol-1-Phosphate'|small molecule|0|1|0|0|0|0|BE0001152|IMPA1|protein|0|0
DB03546|N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid||[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@@]([H])(CCCC1C(O)=N[C@]([H])(N)N[C@]1([H])N)C(O)(O)C(F)(F)F)C(O)=O|-2|-2.3|7.82e-01 g/l|2.7|7.74|b'N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid'|small molecule|0|1|0|0|0|0|BE0000882|GART|protein|0|0
DB03551|(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium||[H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12|-1.8|-2.9|6.48e-01 g/l|11.49|7.94|b'(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium'|small molecule|0|1|0|0|0|0|BE0000250|PNP|protein|0|0
DB03552|3-Tyrosine|587-33-7|N[C@@H](CC1=CC=CC(O)=C1)C(O)=O|-2.3|-1.5|5.13e+00 g/l|2|9.14|b'3-Tyrosine'|small molecule|0|1|0|0|0|0|BE0000614|TH|protein|0|0
DB03554|5-Iodouracil||IC1=CNC(=O)NC1=O|-0.07|0.13|8.12e+00 g/l|8.14|-6.6|b'5-Iodouracil'|small molecule|0|1|0|0|0|0|BE0000960|DPYD|protein|0|0
DB03555|CRA_11092||[H][C@]1(C)CCCC[C@]1([H])OC1=CC=CC(C2=NC3=C(N2)C=C(F)C(=C3)C(N)=N)=C1O|4.02|3.72|6.37e-03 g/l|9.28|8.58|b'CRA_11092'|small molecule|0|1|0|0|0|0|BE0001739|PRSS1|protein|0|0
DB03556|2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400||CCOCCOCCOCCOCCOCCOCCOCCOCCO|-0.38|-0.54|2.32e-01 g/l|15.12|-2.7|b'2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400'|small molecule|0|1|0|0|0|0|BE0003074|CBR1|protein|0|0
DB03559|Cyclohexylformamide||O=CNC1CCCCC1|1.23|0.94|1.88e+01 g/l|16.45|0.093|b'Cyclohexylformamide'|small molecule|0|1|0|0|0|0|BE0000465 ; BE0000360|ADH1C ; ADH4|protein ; protein|0 ; 0|0 ; 0
DB03565|1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine||[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC|2.7|2.34|8.06e-01 g/l|0.75|10|b'1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine'|small molecule|0|1|0|0|0|0|BE0003997|PLA2G1B|protein|0|0
DB03572|FR230513||[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O|2.04|2.13|2.50e-02 g/l|13.9|3.53|b'FR230513'|small molecule|0|1|0|0|0|0|BE0002214|ADA|protein|0|0
DB03573|WRR-99||[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C|1.26|1.48|1.49e-01 g/l|4|-3.4|b'WRR-99'|small molecule|0|1|0|0|0|0|BE0001504|CTSF|protein|0|0
DB03577|Alpha-Benzyl-Aminobenzyl-Phosphonic Acid||[H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O|1.05|0.91|5.24e-01 g/l|-0.72|6.36|b'Alpha-Benzyl-Aminobenzyl-Phosphonic Acid'|small molecule|0|1|0|0|0|0|BE0001102|ACPP|protein|0|0
DB03581|Glucose-6-Phosphate|56-73-5|O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O|-1.8|-3.7|2.17e+01 g/l|1.49|-3.5|b'Glucose-6-Phosphate'|small molecule|0|1|0|0|0|0|BE0001199 ; BE0003655|GPI ; SLCO2A1|protein ; transporter|0 ; 1|0 ; 0
DB03583|(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one||[H]N1C(=O)\C(C2=C1C=CC(=C2)S(=O)(=O)N1CCC(O)CC1)=C1/N([H])C2=CC=CC=C2[C@]1(C)O|1.55|-0.0056|1.76e-01 g/l|10.55|-1.9|b""(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one""|small molecule|0|1|0|0|0|0|BE0001072|CDK2|protein|0|0
DB03585|Oxyphenbutazone|129-20-4|CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1|2.79|3.83|2.56e-01 g/l|4.87|-6|b'Oxyphenbutazone'|small molecule|1|0|0|0|0|1|BE0003768 ; BE0001066|PLA2G2E ; SLC22A6|protein ; transporter|0 ; 1|0 ; 0
DB03587|Pyruvaldehyde|78-98-8|CC(=O)C=O|-0.38|0.2|1.80e+02 g/l|16.38|-8|b'Pyruvaldehyde'|small molecule|0|1|0|0|0|0|BE0003997|PLA2G1B|protein|0|0
DB03591|RU82209||CC(=O)N[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O|2.89|3.28|2.92e-04 g/l|0.49|-1.9|b'RU82209'|small molecule|0|1|0|0|0|0|BE0000838|SRC|protein|0|0
DB03593|7-methyl-5'-guanylic acid||C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2|-2.4|-7.1|1.80e+00 g/l|1.28|0.27|b""7-methyl-5'-guanylic acid""|small molecule|0|1|0|0|0|0|BE0001215|DCPS|protein|0|0
DB03594|1,2,4-Triazole|63598-71-0|N1C=NC=N1|-0.8|-0.41|5.69e+02 g/l|9|2.47|b'1,2,4-Triazole'|small molecule|0|1|0|0|0|0|BE0000322|CA2|protein|0|0
DB03595|CRA_9785||NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-]|1.32|2.92|1.76e-02 g/l|8.77|10.59|b'CRA_9785'|small molecule|0|1|0|0|0|0|BE0001739|PRSS1|protein|0|0
DB03596|N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide||[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1|3.34|2.58|3.24e-03 g/l|9.95|-0.78|b'N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide'|small molecule|0|1|0|0|0|0|BE0000322|CA2|protein|0|0
DB03597|gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine||[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O|-2.4|-2|3.01e-02 g/l|1.81|9.31|b'gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine'|small molecule|0|1|0|0|0|0|BE0003134 ; BE0000182 ; BE0000812|PDE9A ; PDE5A ; GSTM4|protein ; protein ; protein|0 ; 0 ; 0|0 ; 0 ; 0
DB03598|Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]||COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O|1.09|1.17|7.34e-02 g/l|8.14|4.31|b'Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]'|small molecule|0|1|0|0|0|0|BE0000322|CA2|protein|0|0
DB03602|S-benzylglutathione||[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O|-1.9|-2.9|1.16e-01 g/l|1.81|9.31|b'S-benzylglutathione'|small molecule|0|1|0|0|0|0|BE0002281 ; BE0000962 ; BE0002281|GSTA1 ; GLO1 ; GSTA1|protein ; protein ; enzyme|0 ; 0 ; 0|0 ; 0 ; 0
DB03604|Tiratricol|51-24-1|OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1|5.27|5.59|5.39e-03 g/l|2.31|-6.4|b'Tiratricol'|small molecule|0|0|0|1|0|0|BE0000315|THRB|protein|0|0
DB03606|(S)-Rolipram|85416-73-5|[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1|2.51|1.96|6.72e-02 g/l|14.28|-1.9|b'(S)-Rolipram'|small molecule|0|1|0|0|0|0|BE0001287 ; BE0000487|PDE4D ; PDE4B|protein ; protein|0 ; 1|0 ; 0
